,UniversityName,Address,State,Type
921,MIT Art Design and Technology University,"Rajbaug,  Next to Hadapsar, Loni Kalbhor,  Pune,  Maharashtra - 412201 ",Maharashtra,State Private University
922,Mody University of Science & Technology,"Laxmangarh District - Sikar Rajasthan,  Maharashtra -  ",Maharashtra,State Private University
923,Sandip University,"Trimbak Road Mahiravani,  Nashik, Maharashtra,  Maharashtra - 422213 ",Maharashtra,State Private University
924,Sanjay Ghodawat University,"A/P-Atigre, Tal-Hatkanangale, Dist-Kolhapur ,  Maharashtra - 416118 ",Maharashtra,State Private University
925,Somaiya Vidyavihar University,"Somaiya Bhavan, 45-47, Mahatma Gandhi Road, Fort, Mumbai,  Maharashtra - 400001 ",Maharashtra,State Private University
926,Spicer Adventist University,"Aundh Road, Ganeshkhind Post, Pune,  Maharashtra - 411007 ",Maharashtra,State Private University
927,Sri Balaji University,"SNo.55/2-7, Tathawade, off Mumbai-Banglore Bypass Pune,  Maharashtra - 411033 ",Maharashtra,State Private University
928,Symbiosis Skills and Open University,"Village- Kiwale, Adjoining Pune Mumbai Expressway, Tal- Havely, Pune,  Maharashtra - 412101 ",Maharashtra,State Private University
929,Vijaybhoomi University,"Jamrung, Post Ambivali, Taluka Karjat, Dist Raigad,  Maharashtra -  ",Maharashtra,State Private University
930,Vishwakarma University,"survey No.-2,3,4,  Laxmi Nagar Kondhwa Budruk, Pune,  Maharashtra - 411048 ",Maharashtra,State Private University
931,Adesh University,"NH-7, Barnala Road Bathinda ,  Punjab - 151101 ",Punjab,State Private University
932,Akal University,"Talwandi Sabo Dist. Bhathinda ,  Punjab - 151302 ",Punjab,State Private University
933,Chandigarh University,"Gharuan, Mohali Punjab ,  Punjab -  ",Punjab,State Private University
934,Chitkara  University,"Chandigarh-Patiala National Highway (NH-64),Jhansala(V),Rajpura Patiala NULL,  Punjab - 140 401 ",Punjab,State Private University
935,CT University,"Ferozepur Road, Ludhiana ,  Punjab - 142024 ",Punjab,State Private University
936,D.A.V University,"Jalandhar-Pathankot National Highway (NH1 A) Samastpur Village, Jalandhar, India ,  Punjab - 144001 ",Punjab,State Private University
937,Desh Bhagat University,"Amloh Road  Mandi Gobindgarh (Pb.) ,  Punjab -  ",Punjab,State Private University
938,GNA University,"Village Sri Hargobindgarh Phagwara, Distt. Kapurthala,  Punjab - 144401 ",Punjab,State Private University
939,Guru Kashi University,"Sardoolgarh Road, Talwandi Sabo Bathinda, Punjab ,  Punjab - 151 302 ",Punjab,State Private University
940,Lovely Professional University,"Jalandhar- Delhi G.T. Road (NH-1), Ludhiana, Phagwara Distt. Kappurthala,  Punjab -  ",Punjab,State Private University
941,Rayat Bahra University,"VPO - Sahauran, Tehsil - Kharar Disst. - Mohali Punjab,  Punjab - 140104 ",Punjab,State Private University
942,RIMT University,"Opposite Floating Restaurant, Sirhind Side,  Mandi Gobindgarh,  Punjab - 147301 ",Punjab,State Private University
943,Sant Baba Bhag Singh University,"Village-Khiala  PO-Padhiana Dist-Jalandhar,  Punjab - 144 030 ",Punjab,State Private University
944,Sri Guru Granth Sahib World University,"Fatehgarh Sahib  ,  Punjab - 140 406 ",Punjab,State Private University
945,Sri Guru Ram Das University of Health Sciences,"Mehta Road, Vallah, Sri Amritsar ,  Punjab - 143001 ",Punjab,State Private University
946,Adamas University,"Barasat, Barrackpore Road Barberia, PO Jagannathpur PS Barasat, Kolkata,  West Bengal - 700126 ",West Bengal,State Private University
947,Amity University,"Rajarhat New Town Dist. North 24 Parganas,  West Bengal -  ",West Bengal,State Private University
948,Brainware University,"398, Ramkrishnapur Road, Barasat, Kolkata North 4 Pgs., West Bengal,  West Bengal - 700125 ",West Bengal,State Private University
949,JIS University,"Agarpara District North 24 Parganas ,  West Bengal -  ",West Bengal,State Private University
950,Seacom Skills University,"Village-Kendradanga, PO - Sattore, PS - Panrui, Dist - Birbhum,  West Bengal - 731236 ",West Bengal,State Private University
951,Sister Nivedita University,"DG-1/2, New Town Rajarhat Kolkata,  West Bengal - 700156 ",West Bengal,State Private University
952,St. Xavier's University,"Premises No. IIIB-1, Plot No. IIIB/1, Action Area IIIB, P.S. New Town, Kolkata,  West Bengal - 700156 ",West Bengal,State Private University
953,Techno India University,"EM 4, Sector V Salt Lake Kolkata,  West Bengal - 700091 ",West Bengal,State Private University
954,The Neotia University,"Jhinga Sarisa D.H.Road 24 Parganas(S),  West Bengal - 743368 ",West Bengal,State Private University
955,University of Engineering and Management,"University Area, Plot No. III-B/5, Main Arterial Road (East-West), New town, Action Area-III, Kolkata,  West Bengal - 700156 ",West Bengal,State Private University
